,Account,Header,Description,Task Length,Delay,Start,Launched,Status,Civil,Mech,Elect,Dependency 1,Fraction 1,Building,Parallelism,Hours
26,A.213.25,Turbine generator building,Elevator,19.23192127,24.44017591,20.0,False,0.0,0.0,1.0,0,A.213.141,1.0,A.213.,1.0,1766.679294
27,A.214.,Security building,Security building,37.25264558,18.10139823,10.0,False,0.0,1.0,0.0,0,A.211.,0.9,A.214.,1.0,62706.00001
28,A.215.13,Primary aux building,Substructure,1.499358741,0.323280393,6.0,False,0.0,1.0,0.0,0,A.211.,0.5,A.215.,1.0,16178.56188
29,A.215.141,Primary aux building,Superstructure concrete,17.47660806,0.341756678,8.0,False,0.0,1.0,0.0,0,A.215.13,0.9,A.215.,2.0,204284.2094
30,A.215.142,Primary aux building,Structural & Misc steel,25.34142777,12.95550567,13.0,False,0.0,1.0,0.0,0,A.215.141,0.5,A.215.,2.0,13173.28431
31,A.215.145,Primary aux building,Roofing,10.62693214,21.23307539,16.0,False,0.0,1.0,0.0,0,A.215.141,0.9,A.215.,2.0,707.1346233
32,A.215.146,Primary aux building,Interior walls,39.33898089,22.87078326,16.0,False,0.0,1.0,0.0,0,A.215.141,0.9,A.215.,2.0,1609.405776
33,A.215.147,Primary aux building,Doors/windows,6.820966152,0.851900875,35.0,False,0.0,1.0,0.0,0,A.215.146,0.9,A.215.,2.0,551.3704974
34,A.215.149,Primary aux building,Painting,9.214430226,24.52165536,16.0,False,0.0,1.0,0.0,0,A.215.141,0.9,A.215.,2.0,5554.648864
35,A.215.21,Primary aux building,Plumbing & Drains,17.65131475,7.013833846,16.0,False,0.0,1.0,0.0,0,A.215.141,1.0,A.215.,2.0,10359.80459
36,A.215.221,Primary aux building,Safety HVAC - Safety HVAC - Rotating Machinery,42.57990725,26.26202135,16.0,False,0.0,0.0,1.0,0,A.215.141,1.0,A.215.,2.0,6151.990932
37,A.215.222,Primary aux building,Safety HVAC - Heat Transfer Equipment,4.691269878,26.90849283,16.0,False,0.0,0.0,1.0,0,A.215.141,1.0,A.215.,2.0,6103.676867
38,A.215.223,Primary aux building,Safety HVAC - Tanks & Pressure Vessels,26.08323729,1.81380706,16.0,False,0.0,0.0,1.0,0,A.215.141,1.0,A.215.,2.0,547.5594023
39,A.215.224,Primary aux building,Safety HVAC - Purification & Filtration Equipment,43.3225655,3.988275303,16.0,False,0.0,0.0,1.0,0,A.215.141,1.0,A.215.,2.0,1690.992272
40,A.215.225,Primary aux building,Safety HVAC - Piping & Ductwork,23.39229828,2.800229658,16.0,False,0.0,0.0,1.0,0,A.215.141,1.0,A.215.,2.0,33668.76883
41,A.215.226,Primary aux building,Safety HVAC - Valves & Dampers,15.38921202,26.43031346,16.0,False,0.0,0.0,1.0,0,A.215.141,1.0,A.215.,2.0,736.1541232
42,A.215.227,Primary aux building,Safety HVAC - Piping & Miscellaneous Items,23.78603208,17.44189994,16.0,False,0.0,0.0,1.0,0,A.215.141,1.0,A.215.,2.0,0.0
43,A.215.228,Primary aux building,Safety HVAC - Instrumentation & Control,57.02221047,2.011478732,16.0,False,0.0,0.0,0.0,1,A.215.141,1.0,A.215.,2.0,322.093766
44,A.215.23,Primary aux building,Safety HVAC,51.33416489,2.876315047,16.0,False,0.0,0.0,1.0,0,A.215.141,1.0,A.215.,2.0,7102.167541
45,A.215.24,Primary aux building,Lighting & Service power,22.53125006,9.986459733,16.0,False,0.0,0.0,0.0,1,A.215.141,1.0,A.215.,2.0,8941.143196
46,A.215.25,Primary aux building,Elevator,8.816900453,24.04299399,16.0,False,0.0,0.0,1.0,0,A.215.141,1.0,A.215.,2.0,3031.701546
47,A.216.13,Waste process building,Substructure,3.975161585,2.076940869,10.0,False,0.0,1.0,0.0,0,A.211.,0.9,A.216.,1.0,49063.43225
48,A.216.141,Waste process building,Superstructure concrete,8.69290649,2.291905898,15.0,False,0.0,1.0,0.0,0,A.216.13,0.9,A.216.,2.0,130448.9258
49,A.216.142,Waste process building,Structural & Misc steel,38.28452753,0.402767266,20.0,False,0.0,1.0,0.0,0,A.216.141,0.5,A.216.,2.0,12945.67971
50,A.216.143,Waste process building,Exterior walls,20.16468868,17.79906458,23.0,False,0.0,1.0,0.0,0,A.216.141,0.9,A.216.,2.0,2495.09338
51,A.216.144,Waste process building,Roofing,12.32830752,12.60840962,23.0,False,0.0,1.0,0.0,0,A.216.141,0.9,A.216.,2.0,4774.312194
52,A.216.145,Waste process building,Roofing,12.06647988,25.47913613,23.0,False,0.0,1.0,0.0,0,A.216.141,0.9,A.216.,2.0,1863.418012
53,A.216.146,Waste process building,Interior walls,7.385887628,15.54292971,23.0,False,0.0,1.0,0.0,0,A.216.141,0.9,A.216.,2.0,26.59964002
54,A.216.147,Waste process building,Doors/windows,25.78546084,5.736834666,40.0,False,0.0,1.0,0.0,0,A.216.146,0.9,A.216.,2.0,385.9555611
55,A.216.148,Waste process building,Finishing,40.77756062,22.65238463,23.0,False,0.0,1.0,0.0,0,A.216.141,0.9,A.216.,2.0,73.01861966
56,A.216.149,Waste process building,Painting,6.726369922,19.23073673,23.0,False,0.0,1.0,0.0,0,A.216.141,0.9,A.216.,2.0,3270.840594
57,A.216.21,Waste process building,Plumbing & Drains,15.08349976,9.435689922,23.0,False,0.0,0.0,1.0,0,A.216.141,1.0,A.216.,2.0,7442.683588
58,A.216.22,Waste process building,HVAC,52.64447577,0.459622316,23.0,False,0.0,0.0,1.0,0,A.216.141,1.0,A.216.,2.0,45869.24698
59,A.216.24,Waste process building,Lighting & Service power,14.69295208,31.66632871,23.0,False,0.0,0.0,0.0,1,A.216.141,1.0,A.216.,2.0,5215.61569
60,A.216.25,Waste process building,Elevator,18.87310198,24.38113919,23.0,False,0.0,0.0,1.0,0,A.216.141,1.0,A.216.,2.0,3136.650473
61,A.217.13,Fuel storage building,Substructure,1.493580856,0.561140869,10.0,False,0.0,1.0,0.0,0,A.211.,0.9,A.217.,1.0,9655.89044
62,A.217.141,Fuel storage building,Superstructure concrete,10.42256147,9.93690909,17.0,False,0.0,1.0,0.0,0,A.217.13,0.9,A.217.,1.0,68184.7104
63,A.217.142,Fuel storage building,Structural & Misc steel,1.063700028,12.94605253,23.0,False,0.0,1.0,0.0,0,A.217.141,0.5,A.217.,1.0,8051.545457
64,A.217.145,Fuel storage building,Roofing,3.242675534,1.307294718,27.0,False,0.0,1.0,0.0,0,A.217.141,0.9,A.217.,1.0,756.2488621
65,A.217.147,Fuel storage building,Doors/windows,58.29469161,6.846673986,32.0,False,0.0,1.0,0.0,0,A.217.145,0.9,A.217.,1.0,306.9651705
66,A.217.149,Fuel storage building,Painting,10.62594911,7.258930305,27.0,False,0.0,1.0,0.0,0,A.217.141,0.9,A.217.,1.0,2270.061353
67,A.217.21,Fuel storage building,Plumbing & Drains,6.379102463,11.9851392,27.0,False,0.0,1.0,0.0,0,A.217.141,1.0,A.217.,1.0,4277.383524
68,A.217.22,Fuel storage building,HVAC,48.56854358,9.284099844,27.0,False,0.0,0.0,1.0,0,A.217.141,1.0,A.217.,1.0,22324.71462
69,A.217.23,Fuel storage building,Safety HVAC,48.24715261,1.661110436,27.0,False,0.0,0.0,1.0,0,A.217.141,1.0,A.217.,1.0,2596.785143
70,A.217.24,Fuel storage building,Lighting & Service power,42.6154144,21.78453519,27.0,False,0.0,0.0,0.0,1,A.217.141,1.0,A.217.,1.0,3522.551137
71,A.217.3,Fuel storage building,Spent fuel pool liner,43.32947703,6.380347511,25.0,False,0.0,1.0,0.0,0,A.217.142,1.0,A.217.,1.0,52776.14443
72,A.218A.13,CR/DG building,Substructure,2.289153322,0.971497977,10.0,False,0.0,1.0,0.0,0,A.211.,0.9,A.218A.,1.0,2632.140262
73,A.218A.141,CR/DG building,Superstructure concrete,10.15546288,8.320947013,12.0,False,0.0,1.0,0.0,0,A.218A.13,0.9,A.218A.,1.0,24538.21865
74,A.218A.142,CR/DG building,Structural & Misc steel,19.2615135,14.81539841,16.0,False,0.0,1.0,0.0,0,A.218A.141,0.5,A.218A.,1.0,3113.201677
75,A.218A.145,CR/DG building,Roofing,2.974390053,4.866828603,19.0,False,0.0,1.0,0.0,0,A.218A.141,0.9,A.218A.,1.0,513.2306918
76,A.218A.146,CR/DG building,Interior walls,8.090227734,2.957488837,19.0,False,0.0,1.0,0.0,0,A.218A.141,0.9,A.218A.,1.0,2401.541677
77,A.218A.147,CR/DG building,Doors/windows,6.176818807,2.132914218,23.0,False,0.0,1.0,0.0,0,A.218A.146,0.9,A.218A.,1.0,93.3960503
78,A.218A.148,CR/DG building,Finishing,6.47540099,21.20202199,19.0,False,0.0,1.0,0.0,0,A.218A.141,0.9,A.218A.,1.0,249.5534507
79,A.218A.149,CR/DG building,Painting,24.93899833,7.1159514,19.0,False,0.0,1.0,0.0,0,A.218A.141,0.9,A.218A.,1.0,1148.568954
80,A.218A.21,CR/DG building,Plumbing & Drains,36.8757949,3.079274976,19.0,False,0.0,0.0,1.0,0,A.218A.141,1.0,A.218A.,1.0,2337.387841
81,A.218A.231,CR/DG building,Safety HVAC - Safety HVAC - Rotating Machinery,19.84547871,11.74071029,19.0,False,0.0,0.0,1.0,0,A.218A.141,1.0,A.218A.,1.0,2070.307206
82,A.218A.232,CR/DG building,Safety HVAC - Heat Transfer Equipment,43.35114535,23.36582988,19.0,False,0.0,0.0,1.0,0,A.218A.141,1.0,A.218A.,1.0,3504.993778
83,A.218A.233,CR/DG building,Safety HVAC - Tanks & Pressure Vessels,30.65944429,5.350302776,19.0,False,0.0,0.0,1.0,0,A.218A.141,1.0,A.218A.,1.0,145.2847161
84,A.218A.234,CR/DG building,Safety HVAC - Purification & Filtration Equipment,15.49897338,8.134861761,19.0,False,0.0,0.0,1.0,0,A.218A.141,1.0,A.218A.,1.0,1362.044214
85,A.218A.235,CR/DG building,Safety HVAC - Piping & Ductwork,40.78655082,21.23936716,19.0,False,0.0,0.0,1.0,0,A.218A.141,1.0,A.218A.,1.0,7385.34987
86,A.218A.236,CR/DG building,Safety HVAC - Valves & Dampers,5.044521993,21.13298664,19.0,False,0.0,0.0,1.0,0,A.218A.141,1.0,A.218A.,1.0,167.5956814
87,A.218A.237,CR/DG building,Safety HVAC - Piping & Miscellaneous Items,55.14229194,10.84408014,19.0,False,0.0,0.0,1.0,0,A.218A.141,1.0,A.218A.,1.0,0.0
88,A.218A.238,CR/DG building,Safety HVAC - Instrumentation & Control,48.19713243,13.19799077,19.0,False,0.0,0.0,0.0,1,A.218A.141,1.0,A.218A.,1.0,1180.438319
89,A.218A.24,CR/DG building,Lighting & Service power,10.75075853,26.93727178,19.0,False,0.0,0.0,0.0,1,A.218A.141,1.0,A.218A.,1.0,1989.266247
90,A.218B.13,Admin building,Substructure,5.642668409,4.255372202,10.0,False,0.0,1.0,0.0,0,A.211.,0.9,A.218A.,1.0,0.0
91,A.218B.141,Admin building,Superstructure concrete,12.0524786,1.090580721,12.0,False,0.0,1.0,0.0,0,A.218A.13,0.9,A.218A.,1.0,0.0
92,A.218B.142,Admin building,Structural & Misc steel,26.15795933,17.21498387,14.0,False,0.0,1.0,0.0,0,A.218A.141,0.5,A.218A.,1.0,0.0
93,A.218B.143,Admin building,Exterior walls,37.94472732,18.78659525,14.0,False,0.0,1.0,0.0,0,A.218A.141,0.9,A.218A.,1.0,0.0
94,A.218B.144,Admin building,Roofing,54.40037107,17.27753025,14.0,False,0.0,1.0,0.0,0,A.218A.141,0.9,A.218A.,1.0,0.0
95,A.218B.145,Admin building,Roofing,42.04907023,22.9710916,14.0,False,0.0,1.0,0.0,0,A.218A.141,0.9,A.218A.,1.0,0.0
96,A.218B.146,Admin building,Interior walls,7.49026437,20.21915694,14.0,False,0.0,1.0,0.0,0,A.218A.141,0.9,A.218A.,1.0,0.0
97,A.218B.147,Admin building,Doors/windows,5.194526845,26.72073969,28.0,False,0.0,1.0,0.0,0,A.218A.146,0.9,A.218A.,1.0,0.0
98,A.218B.148,Admin building,Finishing,16.49373986,20.14032858,14.0,False,0.0,1.0,0.0,0,A.218A.141,0.9,A.218A.,1.0,0.0
99,A.218B.149,Admin building,Painting,6.863336258,19.32337257,14.0,False,0.0,1.0,0.0,0,A.218A.141,0.9,A.218A.,1.0,0.0
100,A.218B.21,Admin building,Plumbing & Drains,36.20961226,22.67988889,14.0,False,0.0,0.0,1.0,0,A.218A.141,1.0,A.218A.,1.0,0.0
101,A.218B.22,Admin building,HVAC,36.75920495,24.57945977,14.0,False,0.0,0.0,1.0,0,A.218A.141,1.0,A.218A.,1.0,56390.83097
102,A.218B.23,Admin building,Safety HVAC,44.24638794,14.33475729,14.0,False,0.0,0.0,1.0,0,A.218A.141,1.0,A.218A.,1.0,420.0825475
103,A.218B.24,Admin building,Lighting & Service power,2.162321819,11.09861472,14.0,False,0.0,0.0,0.0,1,A.218A.141,1.0,A.218A.,1.0,0.0
104,A.218B.25,Admin building,Elevator,43.9883365,19.58924302,14.0,False,0.0,0.0,1.0,0,A.218A.141,1.0,A.218A.,1.0,878.670915
105,A.218D.,Fire pump house,Fire pump house,37.75811914,10.95316886,10.0,False,0.0,1.0,0.0,0,A.211.,0.9,A.218D,1.0,15421.0
106,A.218E.13,Emergency feedwater pump building,Substructure,9.52844574,3.499168094,10.0,False,0.0,1.0,0.0,0,A.211.,0.9,A.215.,1.0,0.0
107,A.218E.141,Emergency feedwater pump building,Superstructure concrete,13.17561993,3.587742807,14.0,False,0.0,1.0,0.0,0,A.215.13,0.9,A.215.,1.0,0.0
108,A.218E.142,Emergency feedwater pump building,Structural & Misc steel,22.92758545,25.27499244,20.0,False,0.0,1.0,0.0,0,A.215.141,0.5,A.215.,1.0,0.0
109,A.218E.143,Emergency feedwater pump building,Exterior walls,25.62041159,13.25263275,24.0,False,0.0,1.0,0.0,0,A.215.141,0.9,A.215.,1.0,0.0
110,A.218E.145,Emergency feedwater pump building,Roofing,6.753480636,11.82897862,24.0,False,0.0,1.0,0.0,0,A.215.141,0.9,A.215.,1.0,0.0
111,A.218E.147,Emergency feedwater pump building,Doors/windows,9.765816517,12.67606476,28.0,False,0.0,1.0,0.0,0,A.218A.146,0.9,A.215.,1.0,0.0
112,A.218E.149,Emergency feedwater pump building,Painting,21.31530794,34.55384154,24.0,False,0.0,1.0,0.0,0,A.215.141,0.9,A.215.,1.0,0.0
113,A.218E.21,Emergency feedwater pump building,Plumbing & Drains,23.78516453,32.53082552,25.0,False,0.0,0.0,1.0,0,A.215.141,1.0,A.215.,1.0,0.0
114,A.218E.23,Emergency feedwater pump building,Safety HVAC,15.74110315,32.09550165,25.0,False,0.0,0.0,1.0,0,A.215.141,1.0,A.215.,1.0,1745.568521
115,A.218E.24,Emergency feedwater pump building,Lighting & Service power,1.438100406,32.21168397,25.0,False,0.0,0.0,0.0,1,A.215.141,1.0,A.215.,1.0,0.0
116,A.218F.,Radiological access tunnel,Radiological access tunnel,54.40955164,32.45454011,10.0,False,0.0,1.0,0.0,0,A.211.,0.9,A.218F.,1.0,41016.0178
117,A.218G.,Electrical tunnel,Electrical tunnel,1.781175491,16.12763974,10.0,False,0.0,1.0,0.0,0,A.211.,0.9,A.215.,1.0,0.0
118,A.218H.,Non-essential switchgear building,Non-essential switchgear building,32.97680401,22.78331577,10.0,False,0.0,1.0,0.0,0,A.211.,0.9,A.215.,1.0,0.0
119,A.218J.13,Main steam and feedwater pipe,Substructure,5.442747791,9.430631201,20.0,False,0.0,1.0,0.0,0,A.212.141,0.9,A.215.,1.0,0.0
120,A.218J.141,Main steam and feedwater pipe,Superstructure concrete,17.38010554,0.311578119,25.0,False,0.0,1.0,0.0,0,A.218J.13,0.9,A.215.,1.0,0.0
121,A.218J.142,Main steam and feedwater pipe,Structural & Misc steel,7.588303525,21.34415873,30.0,False,0.0,1.0,0.0,0,A.218J.141,0.5,A.215.,1.0,0.0
122,A.218J.145,Main steam and feedwater pipe,Roofing,17.11401533,14.04707924,34.0,False,0.0,1.0,0.0,0,A.218J.141,0.9,A.215.,1.0,0.0
123,A.218J.146,Main steam and feedwater pipe,Interior walls,24.44310409,1.027977788,34.0,False,0.0,1.0,0.0,0,A.218J.141,0.9,A.215.,1.0,0.0
124,A.218J.147,Main steam and feedwater pipe,Doors/windows,4.02430347,7.236730842,45.0,False,0.0,1.0,0.0,0,A.218J.146,0.9,A.215.,1.0,0.0
125,A.218J.149,Main steam and feedwater pipe,Painting,17.63010225,20.2674946,34.0,False,0.0,1.0,0.0,0,A.218J.141,0.9,A.215.,1.0,0.0
126,A.218J.21,Main steam and feedwater pipe,Plumbing & Drains,33.06689455,10.90187742,34.0,False,0.0,0.0,1.0,0,A.218J.141,1.0,A.215.,1.0,0.0
127,A.218J.22,Main steam and feedwater pipe,HVAC,13.8526667,26.39249623,34.0,False,0.0,0.0,1.0,0,A.218J.141,1.0,A.215.,1.0,8707.300179
128,A.218J.24,Main steam and feedwater pipe,Lighting & Service power,31.08616195,4.89870425,34.0,False,0.0,0.0,0.0,1,A.218J.141,1.0,A.215.,1.0,0.0
129,A.218K.,Pipe tunnels,Pipe tunnels,55.20500709,2.858856045,10.0,False,0.0,1.0,0.0,0,A.211.,0.9,A.218K.,1.0,14175.32699
130,A.218L.,Technical support center,Technical support center,38.66182731,19.36597046,10.0,False,0.0,1.0,0.0,0,A.211.,0.9,A.218L.,1.0,31016.0
131,A.218P.,Containment hatch missile shield,Containment hatch missile shield,8.560587084,23.23491664,20.0,False,0.0,1.0,0.0,0,A.212.141,0.9,A.212.,1.0,0.0
132,A.218S.,Waste water treatment building,Waste water treatment building,50.53858301,2.999592983,10.0,False,0.0,1.0,0.0,0,A.211.,0.9,A.216.,1.0,0.0
133,A.218T.11,Ultimate heat sink structure,Excavation,2.263367925,4.607465438,20.0,False,0.0,1.0,0.0,0,A.212.141,0.9,A.215.,1.0,0.0
134,A.218T.13,Ultimate heat sink structure,Substructure,5.408493634,0.374663458,22.0,False,0.0,1.0,0.0,0,A.211.,0.9,A.215.,1.0,0.0
135,A.218T.141,Ultimate heat sink structure,Superstructure concrete,6.728473265,3.781474227,29.0,False,0.0,1.0,0.0,0,A.215.13,0.9,A.215.,1.0,0.0
136,A.218T.142,Ultimate heat sink structure,Structural & Misc steel,41.35870951,17.69128039,34.0,False,0.0,1.0,0.0,0,A.215.141,0.5,A.215.,1.0,0.0
137,A.218T.145,Ultimate heat sink structure,Roofing,28.606834,4.100852973,37.0,False,0.0,1.0,0.0,0,A.215.141,0.9,A.215.,1.0,0.0
138,A.218T.147,Ultimate heat sink structure,Doors/windows,8.434999066,1.077094357,39.0,False,0.0,1.0,0.0,0,A.215.145,0.9,A.215.,1.0,0.0
139,A.218T.149,Ultimate heat sink structure,Painting,49.94754685,3.516662402,37.0,False,0.0,1.0,0.0,0,A.215.141,0.9,A.215.,1.0,0.0
140,A.218T.21,Ultimate heat sink structure,Plumbing & Drains,17.14720736,12.13508318,37.0,False,0.0,0.0,1.0,0,A.215.141,1.0,A.215.,1.0,0.0
141,A.218T.22,Ultimate heat sink structure,HVAC,31.65339722,6.83786947,37.0,False,0.0,0.0,1.0,0,A.215.141,1.0,A.215.,1.0,2718.671123
142,A.218T.24,Ultimate heat sink structure,Lighting & Service power,10.87711871,6.697809247,37.0,False,0.0,0.0,0.0,1,A.215.141,1.0,A.215.,1.0,0.0
143,A.218V.,Control room air intake structure,Control room air intake structure,22.71673853,9.351931708,10.0,False,0.0,1.0,0.0,0,A.211.,0.9,A.218V.,1.0,3759.000001
144,A.221.1,Reactor equipment,RPV Structure + Support,7.294973959,7.37067663,16.0,False,0.0,1.0,0.0,0,A.212.141,0.5,A.212.,3.0,121101.4061
145,A.221.2,Reactor equipment,Control rods,49.12923462,4.616353748,27.0,False,0.0,0.0,1.0,0,A.221.1,1.0,A.212.,3.0,27289.20228
146,A.221.3,Reactor equipment,RPV Internals,23.00694521,3.567933503,27.0,False,0.0,0.0,1.0,0,A.221.1,1.0,A.212.,3.0,25060.4356
147,A.222.11,Main heat transport system,Primary coolant pump,25.66486538,0.42537351,29.0,False,0.0,0.0,1.0,0,A.222.14,1.0,A.212.,3.0,125179.1232
148,A.222.12,Main heat transport system,Primary system piping,19.54292248,27.27928153,29.0,False,0.0,0.0,1.0,0,A.222.14,1.0,A.212.,3.0,201245.9763
149,A.222.13,Main heat transport system,Steam generators,8.829004246,3.14935193,27.0,False,0.0,0.0,1.0,0,A.221.1,1.0,A.212.,3.0,95743.60342
150,A.222.14,Main heat transport system,Pressurizer,11.99045078,13.49313045,27.0,False,0.0,0.0,1.0,0,A.221.1,1.0,A.212.,3.0,11519.8426
151,A.223.1,Safeguards system,Residual heat removal,27.82769599,29.0448666,34.0,False,0.0,0.0,1.0,0,A.222.13,1.0,A.212.,3.0,100579.7357
152,A.223.3,Safeguards system,Safety injection system,43.01507358,17.29708093,34.0,False,0.0,0.0,1.0,0,A.222.13,1.0,A.212.,3.0,163465.0221
153,A.223.4,Safeguards system,Containment spray,40.06733885,1.751699178,60.0,False,0.0,0.0,1.0,0,A.212.15,1.0,A.212.,3.0,157516.2876
154,A.223.5,Safeguards system,Combustible gas control,29.25306434,7.632961065,60.0,False,0.0,0.0,1.0,0,A.212.15,1.0,A.212.,3.0,15212.90843
155,A.224.1,Radwaste processing,Liquid waste system,24.1696754,7.892944932,34.0,False,0.0,0.0,1.0,0,A.222.13,1.0,A.216.,3.0,289253.9589
156,A.224.2,Radwaste processing,Rad gas waste processing,33.18384422,14.98491249,34.0,False,0.0,0.0,1.0,0,A.222.13,1.0,A.216.,3.0,15001.12795
157,A.224.3,Radwaste processing,Solid waste system,23.37493084,4.650144029,34.0,False,0.0,0.0,1.0,0,A.222.13,1.0,A.216.,3.0,45065.49526
158,A.225.111,Fuel handling and storage,Fuel crane,38.50473518,6.973276006,25.0,False,0.0,0.0,1.0,0,A.217.142,0.5,A.217.,3.0,1536.722234
159,A.225.112,Fuel handling and storage,Monorails/hoists,25.71564983,32.0607215,25.0,False,0.0,0.0,1.0,0,A.217.142,0.9,A.217.,3.0,285.8345769
160,A.225.113,Fuel handling and storage,Fuel elevator,26.04490504,15.98613304,25.0,False,0.0,0.0,1.0,0,A.217.142,0.9,A.217.,3.0,1429.172885
161,A.225.114,Fuel handling and storage,Spent fuel cask crane,33.41967994,21.74581522,25.0,False,0.0,0.0,1.0,0,A.217.142,0.5,A.217.,3.0,3970.526227
162,A.225.12,Fuel handling and storage,Fuel handling tools,11.71157804,8.476276989,25.0,False,0.0,0.0,1.0,0,A.217.142,0.9,A.217.,3.0,406.7645902
163,A.225.13,Fuel handling and storage,Transfer system,12.44318496,12.26993445,25.0,False,0.0,0.0,1.0,0,A.217.142,0.9,A.217.,3.0,9895.373183
164,A.225.3,Fuel handling and storage,Service platforms,49.63911644,10.49947424,25.0,False,0.0,0.0,1.0,0,A.217.142,0.9,A.217.,3.0,1429.172885
165,A.225.4,Fuel handling and storage,"Fuel storage, cleaning, inspection",23.07055338,17.16084181,25.0,False,0.0,0.0,1.0,0,A.217.142,0.9,A.217.,3.0,15454.12255
166,A.226.1,Other reactor equipment,Inert gas system,24.3234945,1.863643076,27.0,False,0.0,0.0,1.0,0,A.212.142,0.9,A.215.,3.0,23807.99087
167,A.226.3,Other reactor equipment,Reactor makeup water system,23.67801723,9.19337095,27.0,False,0.0,0.0,1.0,0,A.212.142,0.9,A.212.,3.0,27782.56841
168,A.226.4,Other reactor equipment,Coolant treatment and recycle,58.09134492,10.28748986,27.0,False,0.0,0.0,1.0,0,A.212.142,0.9,A.215.,3.0,288709.9387
